hpName,mpName,hpId,mpId
Hepatic failure (HPO),liver failure (MPO),HP:0001399,MP:0003326
Hepatic cysts (HPO),liver cysts (MPO),HP:0001407,MP:0003327
Portal hypertension (HPO),portal hypertension (MPO),HP:0001409,MP:0003328
Liver abscess (HPO),liver abscess (MPO),HP:0100523,MP:0003332
Exocrine pancreatic insufficiency (HPO),exocrine pancreatic insufficiency (MPO),HP:0001738,MP:0003335
Pancreatic cysts (HPO),pancreas cysts (MPO),HP:0001737,MP:0003336
Missing ribs (HPO),decreased rib number (MPO),HP:0000921,MP:0003345
Hyperpituitarism (HPO),hyperpituitarism (MPO),HP:0010514,MP:0003347
Hypopituitarism (HPO),hypopituitarism (MPO),HP:0040075,MP:0003348
Increased circulating renin level (HPO),increased circulating renin level (MPO),HP:0000848,MP:0003352
Decreased circulating renin level (HPO),decreased circulating renin level (MPO),HP:0003351,MP:0003353
Amenorrhea (HPO),amenorrhea (MPO),HP:0000141,MP:0003376
Abnormal platelet shape (HPO),abnormal platelet shape (MPO),HP:0012524,MP:0003405
Priapism (HPO),priapism (MPO),HP:0200023,MP:0003415
Hyperglycerolemia (HPO),increased circulating glycerol level (MPO),HP:0040302,MP:0003443
Renal hypoplasia (HPO),renal hypoplasia (MPO),HP:0000089,MP:0003446
Parathyroid hypoplasia (HPO),parathyroid hypoplasia (MPO),HP:0000860,MP:0003494
Thyroid hypoplasia (HPO),thyroid gland hypoplasia (MPO),HP:0005990,MP:0003499
Hyperthyroidism (HPO),increased activity of thyroid gland (MPO),HP:0000836,MP:0003502
Hypothyroidism (HPO),decreased activity of thyroid gland (MPO),HP:0000821,MP:0003503
Growth hormone excess (HPO),acromegaly (MPO),HP:0000845,MP:0003506
Abnormal ovarian physiology (HPO),abnormal ovary physiology (MPO),HP:0031066,MP:0003507
Enlarged labia minora (HPO),enlarged labia minora (MPO),HP:0008683,MP:0003522
Aplasia of the vagina (HPO),absent vagina (MPO),HP:0003250,MP:0003535
Aplasia of the uterus (HPO),absent uterus (MPO),HP:0000151,MP:0003558
Bifid uterus (HPO),bifid uterus (MPO),HP:0000136,MP:0003559
Bifid ureter (HPO),bifid ureter (MPO),HP:0030037,MP:0003584
Ureteral obstruction (HPO),ureter obstruction (MPO),HP:0006000,MP:0003587
Ectopic kidney (HPO),ectopic kidney (MPO),HP:0000086,MP:0003600
Renal insufficiency (HPO),kidney failure (MPO),HP:0000083,MP:0003606
Scrotal hypoplasia (HPO),scrotum hypoplasia (MPO),HP:0000046,MP:0003611
Bifid scrotum (HPO),bifid scrotum (MPO),HP:0000048,MP:0003612
Abnormal urinary color (HPO),abnormal urine color (MPO),HP:0012086,MP:0003619
Decreased urine output (HPO),oliguria (MPO),HP:0011037,MP:0003620
Hydrocele testis (HPO),hydrocele (MPO),HP:0000034,MP:0003623
Anuria (HPO),anuria (MPO),HP:0100519,MP:0003624
Abnormal erythrocyte physiology (HPO),abnormal erythrocyte physiology (MPO),HP:0020054,MP:0003656
Abnormal capillary morphology (HPO),abnormal capillary morphology (MPO),HP:0025016,MP:0003658
Ophthalmoplegia (HPO),ophthalmoplegia (MPO),HP:0000602,MP:0003689
Abnormal male reproductive system physiology (HPO),abnormal male reproductive system physiology (MPO),HP:0012874,MP:0003698
Abnormal female reproductive system physiology (HPO),abnormal female reproductive system physiology (MPO),HP:0030012,MP:0003699
Posteriorly rotated ears (HPO),posteriorly rotated ears (MPO),HP:0000358,MP:0003715
Abnormal oral mucosa morphology (HPO),abnormal oral mucosa morphology (MPO),HP:0011830,MP:0003745
Abnormal hard palate morphology (HPO),abnormal hard palate morphology (MPO),HP:0100737,MP:0003756
High palate (HPO),high palate (MPO),HP:0000218,MP:0003757
Narrow palate (HPO),narrow palate (MPO),HP:0000189,MP:0003758
Abnormal lip morphology (HPO),abnormal lip morphology (MPO),HP:0000159,MP:0003769
Lip telangiectasia (HPO),lip telangiectases (MPO),HP:0000214,MP:0003778
Abnormal bone structure (HPO),abnormal bone structure (MPO),HP:0003330,MP:0003795
Pulmonary edema (HPO),pulmonary edema (MPO),HP:0100598,MP:0003828
Abnormal ear physiology (HPO),abnormal ear physiology (MPO),HP:0031704,MP:0003878
Abnormal right ventricle morphology (HPO),abnormal heart right ventricle morphology (MPO),HP:0001707,MP:0003920
Increased number of teeth (HPO),supernumerary teeth (MPO),HP:0011069,MP:0004033
Lymphangiectasis (HPO),lymphangiectasis (MPO),HP:0031842,MP:0004038
Abnormal thoracic duct morphology (HPO),abnormal thoracic duct morphology (MPO),HP:0031278,MP:0004107
Abnormal aortic arch morphology (HPO),abnormal aortic arch morphology (MPO),HP:0012303,MP:0004113
Abnormal muscle tone (HPO),abnormal muscle tone (MPO),HP:0003808,MP:0004142
Telangiectasia (HPO),telangiectases (MPO),HP:0001009,MP:0004175
Abnormal renal calyx morphology (HPO),abnormal kidney calyx morphology (MPO),HP:0011130,MP:0004195
Small placenta (HPO),small placenta (MPO),HP:0006266,MP:0004259
Absent malleus (HPO),absent malleus (MPO),HP:0011455,MP:0004319
Bifid sternum (HPO),split sternum (MPO),HP:0010309,MP:0004320
Short sternum (HPO),short sternum (MPO),HP:0000879,MP:0004321
Tibial bowing (HPO),bowed tibia (MPO),HP:0002982,MP:0004358
Aplasia of the ulna (HPO),absent ulna (MPO),HP:0003982,MP:0004360
Ulnar bowing (HPO),bowed ulna (MPO),HP:0003031,MP:0004361
Long ulna (HPO),long ulna (MPO),HP:0003988,MP:0004370
Femoral bowing (HPO),bowed femur (MPO),HP:0002980,MP:0004371
Bowed humerus (HPO),bowed humerus (MPO),HP:0003865,MP:0004373
Radial bowing (HPO),bowed radius (MPO),HP:0002986,MP:0004374
Abnormal vertebral pedicle morphology (HPO),abnormal vertebral pedicle morphology (MPO),HP:0030277,MP:0004604
Fused cervical vertebrae (HPO),cervical vertebral fusion (MPO),HP:0002949,MP:0004620
Supernumerary vertebrae (HPO),increased vertebrae number (MPO),HP:0002946,MP:0004644
Decreased number of vertebrae (HPO),decreased vertebrae number (MPO),HP:0030305,MP:0004645
Short ribs (HPO),short ribs (MPO),HP:0000773,MP:0004672
Thin ribs (HPO),thin ribs (MPO),HP:0000883,MP:0004674
Broad ribs (HPO),wide ribs (MPO),HP:0000885,MP:0004676
Intervertebral disc degeneration (HPO),intervertebral disk degeneration (MPO),HP:0008419,MP:0004684
Patellar aplasia (HPO),absent patella (MPO),HP:0006443,MP:0004694
Abnormal platelet morphology (HPO),abnormal platelet morphology (MPO),HP:0011875,MP:0004720
Hypergastrinemia (HPO),increased circulating gastrin level (MPO),HP:0500167,MP:0004731
Enlarged uterus (HPO),enlarged uterus (MPO),HP:0100878,MP:0004906
Abnormal B cell morphology (HPO),abnormal B cell morphology (MPO),HP:0002846,MP:0004939
Renal atrophy (HPO),kidney atrophy (MPO),HP:0012585,MP:0004970
Increased B cell count (HPO),increased B cell number (MPO),HP:0005404,MP:0005014
Increased T cell count (HPO),increased T cell number (MPO),HP:0100828,MP:0005015
Diarrhea (HPO),diarrhea (MPO),HP:0002014,MP:0005036
Abnormal biliary tract morphology (HPO),abnormal biliary tract morphology (MPO),HP:0012440,MP:0005083
Abnormal gallbladder physiology (HPO),abnormal gallbladder physiology (MPO),HP:0012438,MP:0005085
Abnormality of retinal pigmentation (HPO),abnormal retinal pigmentation (MPO),HP:0007703,MP:0005103
Cachexia (HPO),cachexia (MPO),HP:0004326,MP:0005150
Pancytopenia (HPO),pancytopenia (MPO),HP:0001876,MP:0005152
Hypokinesia (HPO),bradykinesia (MPO),HP:0002375,MP:0005156
Hypercholesterolemia (HPO),increased circulating cholesterol level (MPO),HP:0003124,MP:0005178
Hypocholesterolemia (HPO),decreased circulating cholesterol level (MPO),HP:0003146,MP:0005179
Abnormal anterior eye segment morphology (HPO),abnormal anterior eye segment morphology (MPO),HP:0004328,MP:0005193
Abnormal posterior eye segment morphology (HPO),abnormal posterior eye segment morphology (MPO),HP:0004329,MP:0005195
Joint hemorrhage (HPO),hemarthrosis (MPO),HP:0005261,MP:0005245
Abnormal eye physiology (HPO),abnormal eye physiology (MPO),HP:0012373,MP:0005253
Aniridia (HPO),aniridia (MPO),HP:0000526,MP:0005261
Ectopia lentis (HPO),ectopia lentis (MPO),HP:0001083,MP:0005263
Narrow palpebral fissure (HPO),narrow eye opening (MPO),HP:0045025,MP:0005287
Glucose intolerance (HPO),abnormal glucose tolerance (MPO),HP:0001952,MP:0005291
Hyperammonemia (HPO),increased circulating ammonia level (MPO),HP:0001987,MP:0005309
Cardiomyopathy (HPO),cardiomyopathy (MPO),HP:0001638,MP:0005330
Insulin resistance (HPO),insulin resistance (MPO),HP:0000855,MP:0005331
Atherosclerosis (HPO),atherosclerotic lesions (MPO),HP:0002621,MP:0005338
Small pituitary gland (HPO),small pituitary gland (MPO),HP:0012506,MP:0005361
Abnormal circulating hormone level (HPO),abnormal circulating hormone level (MPO),HP:0003117,MP:0005418
Hypoalbuminemia (HPO),decreased circulating serum albumin level (MPO),HP:0003073,MP:0005419
Hypercalciuria (HPO),increased urine calcium level (MPO),HP:0002150,MP:0005441
Abnormal platelet function (HPO),abnormal platelet physiology (MPO),HP:0011869,MP:0005464
Decreased corneal thickness (HPO),decreased cornea thickness (MPO),HP:0100689,MP:0005543
Increased blood urea nitrogen (HPO),increased blood urea nitrogen level (MPO),HP:0003138,MP:0005565
Hypoproteinemia (HPO),decreased circulating total protein level (MPO),HP:0003075,MP:0005567
Hypernatremia (HPO),increased circulating sodium level (MPO),HP:0003228,MP:0005633
Hyponatremia (HPO),decreased circulating sodium level (MPO),HP:0002902,MP:0005634
Abnormal hypothalamus physiology (HPO),abnormal hypothalamus physiology (MPO),HP:0012285,MP:0005645
Decreased serum leptin (HPO),decreased circulating leptin level (MPO),HP:0003292,MP:0005668
Abnormal corneal epithelium morphology (HPO),abnormal corneal epithelium morphology (MPO),HP:0011495,MP:0006000
Myoglobinuria (HPO),myoglobinuria (MPO),HP:0002913,MP:0006034
Tricuspid regurgitation (HPO),tricuspid valve regurgitation (MPO),HP:0005180,MP:0006044
Mitral regurgitation (HPO),mitral valve regurgitation (MPO),HP:0001653,MP:0006045
Aortic regurgitation (HPO),aortic valve regurgitation (MPO),HP:0001659,MP:0006047
Abnormal vena cava morphology (HPO),abnormal vena cava morphology (MPO),HP:0005345,MP:0006062
Abnormal inferior vena cava morphology (HPO),abnormal inferior vena cava morphology (MPO),HP:0025576,MP:0006063
Abnormal superior vena cava morphology (HPO),abnormal superior vena cava morphology (MPO),HP:0025575,MP:0006064
Arteriovenous malformation (HPO),arteriovenous malformation (MPO),HP:0100026,MP:0006093
Aortic valve atresia (HPO),aortic valve atresia (MPO),HP:0010883,MP:0006115
Aortic valve stenosis (HPO),aortic valve stenosis (MPO),HP:0001650,MP:0006117
Mitral valve prolapse (HPO),mitral valve prolapse (MPO),HP:0001634,MP:0006120
Mitral stenosis (HPO),mitral valve stenosis (MPO),HP:0001718,MP:0006122
Tricuspid valve prolapse (HPO),tricuspid valve prolapse (MPO),HP:0001704,MP:0006125
Pulmonic stenosis (HPO),pulmonary valve stenosis (MPO),HP:0001642,MP:0006128
Pulmonary valve atresia (HPO),pulmonary valve atresia (MPO),HP:0010882,MP:0006130
Astigmatism (HPO),astigmatism (MPO),HP:0000483,MP:0006151
Ectropion (HPO),ectropion (MPO),HP:0000656,MP:0006164
Palpebral edema (HPO),eyelid edema (MPO),HP:0100540,MP:0006167
Retinal hemorrhage (HPO),retinal hemorrhage (MPO),HP:0000573,MP:0006185
Conjunctival telangiectasia (HPO),conjunctival telangiectasia (MPO),HP:0000524,MP:0006193
Hypotelorism (HPO),ocular hypotelorism (MPO),HP:0000601,MP:0006197
Shallow orbits (HPO),shallow orbits (MPO),HP:0000586,MP:0006213
Optic nerve hypoplasia (HPO),optic nerve hypoplasia (MPO),HP:0000609,MP:0006221
Optic neuropathy (HPO),optic neuropathy (MPO),HP:0001138,MP:0006222
Hypoplasia of the iris (HPO),iris hypoplasia (MPO),HP:0007676,MP:0006226
Iris atrophy (HPO),iris atrophy (MPO),HP:0001089,MP:0006228
Eyelid apraxia (HPO),eyelid apraxia (MPO),HP:0000658,MP:0006251
Abnormal autonomic nervous system physiology (HPO),abnormal autonomic nervous system physiology (MPO),HP:0012332,MP:0006276
Abnormal male germ cell morphology (HPO),abnormal male germ cell morphology (MPO),HP:0012863,MP:0006362
Reduced natural killer cell count (HPO),decreased NK cell number (MPO),HP:0040218,MP:0008045
Absent natural killer cells (HPO),absent NK cells (MPO),HP:0040219,MP:0008046
Severe B lymphocytopenia (HPO),absent B cells (MPO),HP:0005365,MP:0008071
Lymph node hypoplasia (HPO),lymph node hypoplasia (MPO),HP:0002732,MP:0008101
Lymphadenopathy (HPO),lymph node hyperplasia (MPO),HP:0002716,MP:0008102
Abnormal myeloid leukocyte morphology (HPO),abnormal myeloid leukocyte morphology (MPO),HP:0010974,MP:0008250
Left atrial enlargement (HPO),enlarged heart left atrium (MPO),HP:0031295,MP:0008726
Right atrial enlargement (HPO),enlarged heart right atrium (MPO),HP:0030718,MP:0008727
Abnormal spleen physiology (HPO),abnormal spleen physiology (MPO),HP:0025409,MP:0008737
Facial cleft (HPO),facial cleft (MPO),HP:0002006,MP:0008797
Elevated hepatic iron concentration (HPO),increased liver iron level (MPO),HP:0012465,MP:0008807
Hyperuricemia (HPO),increased blood uric acid level (MPO),HP:0002149,MP:0008821
Hypouricemia (HPO),decreased blood uric acid level (MPO),HP:0003537,MP:0008822
Tarsal synostosis (HPO),fused tarsal bones (MPO),HP:0008368,MP:0008919
Reticulocytopenia (HPO),reticulocytopenia (MPO),HP:0001896,MP:0008941
Choanal atresia (HPO),choanal atresia (MPO),HP:0000453,MP:0008970
Hypoplasia of the vagina (HPO),vagina hypoplasia (MPO),HP:0008726,MP:0008984
Anal stenosis (HPO),anal stenosis (MPO),HP:0002025,MP:0009052
Hyperplasia of the endometrium (HPO),endometrium hyperplasia (MPO),HP:0040298,MP:0009092
Clitoral hypoplasia (HPO),clitoris hypoplasia (MPO),HP:0000060,MP:0009101
Pancreatic hyperplasia (HPO),pancreas hyperplasia (MPO),HP:0006277,MP:0009110
Pancreatic hypoplasia (HPO),pancreas hypoplasia (MPO),HP:0002594,MP:0009111
Hypoplastic male external genitalia (HPO),external male genitalia hypoplasia (MPO),HP:0000050,MP:0009203
Osteomalacia (HPO),osteomalacia (MPO),HP:0002749,MP:0009445
Fused lips (HPO),fused lips (MPO),HP:0100788,MP:0009553
Supernumerary nipple (HPO),increased nipple number (MPO),HP:0002558,MP:0009723
Absent nipple (HPO),absent nipple (MPO),HP:0002561,MP:0009733
Hyperuricosuria (HPO),increased urine uric acid level (MPO),HP:0003149,MP:0009810
Abnormal circulating androgen level (HPO),abnormal circulating androgen level (MPO),HP:0030347,MP:0009819
Macroglossia (HPO),increased tongue size (MPO),HP:0000158,MP:0009906
Microglossia (HPO),decreased tongue size (MPO),HP:0000171,MP:0009907
Protruding tongue (HPO),protruding tongue (MPO),HP:0010808,MP:0009908
Bifid tongue (HPO),bifid tongue (MPO),HP:0010297,MP:0009909
Hypermagnesemia (HPO),increased circulating magnesium level (MPO),HP:0002918,MP:0010092
Hypomagnesemia (HPO),decreased circulating magnesium level (MPO),HP:0002917,MP:0010093
Abnormal mandibular ramus morphology (HPO),abnormal mandibular ramus morphology (MPO),HP:3000003,MP:0010150
Mandibular prognathia (HPO),prognathia (MPO),HP:0000303,MP:0010208
Functional abnormality of the bladder (HPO),abnormal urinary bladder physiology (MPO),HP:0000009,MP:0010386
Ventricular septal defect (HPO),ventricular septal defect (MPO),HP:0001629,MP:0010402
Atrial septal defect (HPO),atrial septal defect (MPO),HP:0001631,MP:0010403
Hypoplasia of right ventricle (HPO),heart right ventricle hypoplasia (MPO),HP:0004762,MP:0010422
Abnormal coronary sinus morphology (HPO),abnormal coronary sinus morphology (MPO),HP:0011642,MP:0010436
Absent coronary sinus (HPO),absent coronary sinus (MPO),HP:0031783,MP:0010437
Pulmonary artery stenosis (HPO),pulmonary artery stenosis (MPO),HP:0004415,MP:0010457
Pulmonary artery hypoplasia (HPO),pulmonary artery hypoplasia (MPO),HP:0004971,MP:0010460
Bicuspid aortic valve (HPO),bicuspid aortic valve (MPO),HP:0001647,MP:0010484
Hypoplastic aortic arch (HPO),aortic arch hypoplasia (MPO),HP:0012304,MP:0010485
Absent pulmonary artery (HPO),absent pulmonary artery (MPO),HP:0004960,MP:0010521
Bicuspid pulmonary valve (HPO),bicuspid pulmonary valve (MPO),HP:0005182,MP:0010527
Absent atrioventricular node (HPO),absent atrioventricular node (MPO),HP:0006681,MP:0010532
Myocardial calcification (HPO),calcified myocardium (MPO),HP:0006690,MP:0010534
Myocardial steatosis (HPO),myocardium steatosis (MPO),HP:0006693,MP:0010535
Abnormal aortic valve cusp morphology (HPO),abnormal aortic valve cusp morphology (MPO),HP:0031567,MP:0010595
Hypoplastic left atrium (HPO),left atrium hypoplasia (MPO),HP:0005156,MP:0010647
Abnormal natural killer cell physiology (HPO),abnormal NK cell physiology (MPO),HP:0012177,MP:0010766
Tracheal stenosis (HPO),trachea stenosis (MPO),HP:0002777,MP:0010883
Decreased numbers of nephrons (HPO),decreased nephron number (MPO),HP:0005563,MP:0011290
Renal artery stenosis (HPO),renal artery stenosis (MPO),HP:0001920,MP:0011356
Ectopic adrenal gland (HPO),ectopic adrenal gland (MPO),HP:0011742,MP:0011362
Red urine (HPO),erythruria (MPO),HP:0040318,MP:0011414
Renal cortical atrophy (HPO),kidney cortex atrophy (MPO),HP:0002048,MP:0011423
Hypermagnesiuria (HPO),increased urine magnesium level (MPO),HP:0012608,MP:0011435
Hypomagnesiuria (HPO),decreased urine magnesium level (MPO),HP:0012609,MP:0011436
Hyperchloriduria (HPO),increased urine chloride ion level (MPO),HP:0002914,MP:0011459
Bicarbonaturia (HPO),increased urine bicarbonate level (MPO),HP:0003646,MP:0011462
Hyperoxaluria (HPO),hyperoxaluria (MPO),HP:0003159,MP:0011517
Abnormal urine hormone level (HPO),abnormal urine hormone level (MPO),HP:0012029,MP:0011538
Hyperprostaglandinuria (HPO),increased urine prostaglandin level (MPO),HP:0003527,MP:0011563
Abnormal bone collagen fibril morphology (HPO),abnormal bone collagen fibril morphology (MPO),HP:0011862,MP:0011642
Histidinuria (HPO),histidinuria (MPO),HP:0002927,MP:0011654
Oroticaciduria (HPO),oroticaciduria (MPO),HP:0003218,MP:0011765
Abnormal heart valve physiology (HPO),abnormal heart valve physiology (MPO),HP:0031653,MP:0011926
Midface retrusion (HPO),midface hypoplasia (MPO),HP:0011800,MP:0012085
Absent mesencephalon (HPO),absent midbrain (MPO),HP:0007265,MP:0012087
Flat face (HPO),flat face (MPO),HP:0012368,MP:0012175
Short umbilical cord (HPO),short umbilical cord (MPO),HP:0001196,MP:0012304
Short nail (HPO),short nails (MPO),HP:0001799,MP:0012399
Nail dystrophy (HPO),nail dystrophy (MPO),HP:0008404,MP:0012400
Abnormal neutrophil count (HPO),abnormal neutrophil cell number (MPO),HP:0011991,MP:0012440
Laryngeal stenosis (HPO),larynx stenosis (MPO),HP:0001602,MP:0012491
Brain atrophy (HPO),brain atrophy (MPO),HP:0012444,MP:0012506
Long neck (HPO),elongated neck (MPO),HP:0000472,MP:0012720
Short neck (HPO),short neck (MPO),HP:0000470,MP:0012721
Abnormal alpha-beta T cell morphology (HPO),abnormal alpha-beta T cell morphology (MPO),HP:0030333,MP:0012762
Ectopic thyroid (HPO),ectopic thyroid gland (MPO),HP:0100028,MP:0013233
Aplasia of the epiglottis (HPO),absent epiglottis (MPO),HP:0008753,MP:0013261
Ectopic anterior pituitary gland (HPO),ectopic adenohypophysis (MPO),HP:0012731,MP:0013357
Ectopic posterior pituitary (HPO),ectopic neurohypophysis (MPO),HP:0011755,MP:0013358
Cleft hard palate (HPO),cleft hard palate (MPO),HP:0410005,MP:0013545
Cleft soft palate (HPO),cleft soft palate (MPO),HP:0000185,MP:0013546
Submucous cleft soft palate (HPO),submucous cleft soft palate (MPO),HP:0011819,MP:0013547
Submucous cleft hard palate (HPO),submucous cleft hard palate (MPO),HP:0000176,MP:0013548
Hypertyrosinemia (HPO),increased circulating tyrosine level (MPO),HP:0003231,MP:0013723
Photophobia (HPO),photophobia (MPO),HP:0000613,MP:0013787
Abnormal celiac artery morphology (HPO),abnormal celiac artery morphology (MPO),HP:0012326,MP:0013854
Abnormal jugular vein morphology (HPO),abnormal jugular vein morphology (MPO),HP:3000042,MP:0013872
Abnormal circle of Willis morphology (HPO),abnormal circle of Willis morphology (MPO),HP:0012518,MP:0014016
Pancreatic calcification (HPO),calcified pancreas (MPO),HP:0005213,MP:0014108
Lacrimal gland hypoplasia (HPO),lacrimal gland hypoplasia (MPO),HP:0007732,MP:0014151
Cerebellar atrophy (HPO),cerebellum atrophy (MPO),HP:0001272,MP:0014185
Abnormal IgA level (HPO),abnormal IgA level (MPO),HP:0410240,MP:0020171
Abnormal IgD level (HPO),abnormal IgD level (MPO),HP:0410244,MP:0020172
Abnormal IgE level (HPO),abnormal IgE level (MPO),HP:0410241,MP:0020173
Abnormal IgG level (HPO),abnormal IgG level (MPO),HP:0410242,MP:0020174
Abnormal IgM level (HPO),abnormal IgM level (MPO),HP:0410243,MP:0020180
Cystinuria (HPO),cystinuria (MPO),HP:0003131,MP:0020400
Argininuria (HPO),argininuria (MPO),HP:0003268,MP:0020401
Ornithinuria (HPO),ornithinuria (MPO),HP:0003532,MP:0020402
Hyperlysinuria (HPO),lysinuria (MPO),HP:0003297,MP:0020403
Prolinuria (HPO),prolinuria (MPO),HP:0003137,MP:0020404
Hyperthreoninuria (HPO),hyperthreoninuria (MPO),HP:0003296,MP:0020406
Ectopia of the spleen (HPO),ectopic spleen (MPO),HP:0010452,MP:0020825
Giant platelets (HPO),giant platelets (MPO),HP:0001902,MP:0030025
Wide cranial sutures (HPO),wide cranial sutures (MPO),HP:0010537,MP:0030029
High forehead (HPO),high forehead (MPO),HP:0000348,MP:0030032
Depressed nasal bridge (HPO),depressed nasal bridge (MPO),HP:0005280,MP:0030034
Prominent nasal bridge (HPO),prominent nasal bridge (MPO),HP:0000426,MP:0030037
Large forehead (HPO),large forehead (MPO),HP:0002003,MP:0030042
Small forehead (HPO),small forehead (MPO),HP:0000350,MP:0030043
Flat forehead (HPO),flat forehead (MPO),HP:0004425,MP:0030047
Sloping forehead (HPO),sloping forehead (MPO),HP:0000340,MP:0030048
Forehead hyperpigmentation (HPO),increased forehead pigmentation (MPO),HP:0005336,MP:0030053
Choanal stenosis (HPO),choanal stenosis (MPO),HP:0000452,MP:0030062
Small face (HPO),small face (MPO),HP:0000274,MP:0030064
Short face (HPO),short face (MPO),HP:0011219,MP:0030066
Narrow face (HPO),narrow face (MPO),HP:0000275,MP:0030067
Large face (HPO),large face (MPO),HP:0100729,MP:0030068
Broad face (HPO),broad face (MPO),HP:0000283,MP:0030069
Long face (HPO),long face (MPO),HP:0000276,MP:0030070
Round face (HPO),round face (MPO),HP:0000311,MP:0030072
Square face (HPO),square face (MPO),HP:0000321,MP:0030073
Coarse facial features (HPO),coarse facial features (MPO),HP:0000280,MP:0030074
Fibrous syngnathia (HPO),fibrous syngnathia (MPO),HP:0009754,MP:0030087
Microdontia (HPO),microdontia (MPO),HP:0000691,MP:0030088
Macrodontia (HPO),macrodontia (MPO),HP:0001572,MP:0030091
Facial asymmetry (HPO),facial asymmetry (MPO),HP:0000324,MP:0030099
Bifid nasal tip (HPO),bifid nasal tip (MPO),HP:0000456,MP:0030116
Bifid nose (HPO),bifid nose (MPO),HP:0011803,MP:0030117
Facial paralysis (HPO),facial paralysis (MPO),HP:0007209,MP:0030141
Telecanthus (HPO),increased inner canthal distance (MPO),HP:0000506,MP:0030166
Thin upper lip vermilion (HPO),thin upper lip (MPO),HP:0000219,MP:0030168
Absent extraocular muscles (HPO),absent extraocular muscles (MPO),HP:0007886,MP:0030171
Short philtrum (HPO),short philtrum (MPO),HP:0000322,MP:0030193
Hypoplastic nasal septum (HPO),nasal septum hypoplasia (MPO),HP:0005104,MP:0030198
Absent nasal septal cartilage (HPO),absent nasal septum cartilage (MPO),HP:0005273,MP:0030201
Short nasal septum (HPO),short nasal septum (MPO),HP:0000420,MP:0030203
Narrow nasal septum (HPO),thin nasal septum (MPO),HP:0009936,MP:0030206
Hyperostosis (HPO),hyperostosis (MPO),HP:0100774,MP:0030222
Short chin (HPO),short chin (MPO),HP:0000331,MP:0030244
Trigonocephaly (HPO),trigonocephaly (MPO),HP:0000243,MP:0030368
Absent paranasal sinuses (HPO),absent paranasal sinus (MPO),HP:0002689,MP:0030382
Large posterior fontanelle (HPO),large posterior fontanelle (MPO),HP:0004491,MP:0030387
Large fontanelles (HPO),large fontanelles (MPO),HP:0000239,MP:0030388
Small fontanelle (HPO),small fontanelles (MPO),HP:0005486,MP:0030389
Delayed cranial suture closure (HPO),delayed fontanelle closure (MPO),HP:0000270,MP:0030393
Short dental roots (HPO),short tooth root (MPO),HP:0006336,MP:0030497
Misalignment of teeth (HPO),misaligned teeth (MPO),HP:0000692,MP:0030540
Misalignment of incisors (HPO),misaligned incisors (MPO),HP:0011062,MP:0030541
Hypoammonemia (HPO),decreased circulating ammonia level (MPO),HP:0100493,MP:0030565
Reduced number of teeth (HPO),decreased tooth number (MPO),HP:0009804,MP:0030608
Abnormal number of teeth (HPO),abnormal tooth number (MPO),HP:0006483,MP:0030611
Organic aciduria (HPO),organic aciduria (MPO),HP:0001992,MP:0030612
Dicarboxylic aciduria (HPO),dicarboxylic aciduria (MPO),HP:0003215,MP:0030613
Methylmalonic aciduria (HPO),methylmalonic aciduria (MPO),HP:0012120,MP:0030614
Ethylmalonic aciduria (HPO),ethylmalonic aciduria (MPO),HP:0003219,MP:0030615
Hyperglycinuria (HPO),hyperglycinuria (MPO),HP:0003108,MP:0030616
Hyperglutaminuria (HPO),hyperglutaminuria (MPO),HP:0025376,MP:0030617
Tryptophanuria (HPO),tryptophanuria (MPO),HP:0003361,MP:0030618
Methylmalonic acidemia (HPO),increased circulating methylmalonic acid level (MPO),HP:0002912,MP:0030630
Hypermethioninemia (HPO),increased circulating methionine level (MPO),HP:0003235,MP:0030644
Hypomethioninemia (HPO),decreased circulating methionine level (MPO),HP:0003658,MP:0030645
Hyperornithinemia (HPO),increased circulating ornithine level (MPO),HP:0012026,MP:0030650
Hypoornithinemia (HPO),decreased circulating ornithine level (MPO),HP:0500163,MP:0030651
Hyperglycinemia (HPO),increased circulating glycine level (MPO),HP:0002154,MP:0030655
Hypoglycinemia (HPO),decreased circulating glycine level (MPO),HP:0012277,MP:0030656
Hyperargininemia (HPO),increased circulating arginine level (MPO),HP:0500153,MP:0030661
Hypoargininemia (HPO),decreased circulating arginine level (MPO),HP:0005961,MP:0030662
Hyperprolinemia (HPO),increased circulating proline level (MPO),HP:0008358,MP:0030667
Hypoprolinemia (HPO),decreased circulating proline level (MPO),HP:0500139,MP:0030668
Hyperphenylalaninemia (HPO),increased circulating phenylalanine level (MPO),HP:0004923,MP:0030670
Hypophenylalaninemia (HPO),decreased circulating phenylalanine level (MPO),HP:0500141,MP:0030671
Hyperalaninemia (HPO),increased circulating alanine level (MPO),HP:0003348,MP:0030673
Hypoalaninemia (HPO),decreased circulating alanine level (MPO),HP:0500154,MP:0030674
Cystathioninemia (HPO),increased circulating cystathionine level (MPO),HP:0003286,MP:0030687
Cystathioninuria (HPO),cystathioninuria (MPO),HP:0003153,MP:0030689
Hyperserinemia (HPO),increased circulating serine level (MPO),HP:0500138,MP:0030694
Hyposerinemia (HPO),decreased circulating serine level (MPO),HP:0012279,MP:0030695
Hyperthreoninemia (HPO),increased circulating threonine level (MPO),HP:0003354,MP:0030703
